Section,Section Name,Division Code,Division Name,Group Code,Group Name,Class Code,Class Name,Sub-class Code,Sub-class Name,Description
B,Mining and quarrying,'08',Other mining and quarrying,'089',Mining and quarrying n.e.c.,'0899',Other mining and quarrying n.e.c.,'08992',"Mining and quarrying of abrasive materials (pumice stone, emery, corundum, garnet and other natural abrasives)","Extraction and processing of abrasive materials such as pumice stone, emery, corundum, garnet, and other natural abrasives. The business operations typically involve exploring and extracting these materials from quarries or mines, followed by processing to refine and prepare them for various industrial uses. Services may also include the sale and distribution of these abrasive materials to manufacturers or other end users."
B,Mining and quarrying,'08',Other mining and quarrying,'089',Mining and quarrying n.e.c.,'0899',Other mining and quarrying n.e.c.,'08993',Mining of mica,"Extraction and processing of mica, a group of sheet silicate minerals, from the earth's crust. This involves activities such as exploration, drilling, blasting, and hauling the mineral from mining and quarrying sites. The extracted mica may then be processed for use in various industries such as cosmetics, electronics, and construction."
B,Mining and quarrying,'08',Other mining and quarrying,'089',Mining and quarrying n.e.c.,'0899',Other mining and quarrying n.e.c.,'08994',Mining of natural graphite,"Extraction and processing of natural graphite from mines and quarries. This involves the exploration, drilling, and blasting of graphite deposits, as well as the subsequent processing, which may include crushing, grinding, and refining of the mined graphite. Services may also extend to the sale of extracted graphite."
B,Mining and quarrying,'08',Other mining and quarrying,'089',Mining and quarrying n.e.c.,'0899',Other mining and quarrying n.e.c.,'08995',Mining of asbestos,"Extraction and processing of asbestos minerals from a mine or quarry. This involves the exploration and drilling for asbestos, removal of asbestos ore from the ground, and the initial processing of the ore to extract the mineral. This may also include services related to the maintenance and operation of the asbestos mine or quarry."
B,Mining and quarrying,'08',Other mining and quarrying,'089',Mining and quarrying n.e.c.,'0899',Other mining and quarrying n.e.c.,'08996',"Mining of vermiculite, perlite and chlorites","Extraction and processing of vermiculite, perlite, and chlorites from mines and quarries. This involves the exploration and extraction of these minerals, followed by the initial processing such as crushing, grinding, washing, and sizing. Other operations may include removing impurities and refining the minerals for further use in various industries."
B,Mining and quarrying,'08',Other mining and quarrying,'089',Mining and quarrying n.e.c.,'0899',Other mining and quarrying n.e.c.,'08997',"Mining of felspar and silica minerals including quartz, quartzite and fuch.Quartzite","The business activity involves mining and quarrying of felspar and silica minerals, notably quartz, quartzite, and fuch.Quartzite. Core operations include the extraction of these minerals from the earth, their processing, and preparation for distribution. Services provided may encompass mineral exploration, mine development, mineral extraction, and initial processing before supplying to various industries."
B,Mining and quarrying,'08',Other mining and quarrying,'089',Mining and quarrying n.e.c.,'0899',Other mining and quarrying n.e.c.,'08998',Mining of talc/ steatite,"Extraction and processing of talc or steatite from mines and quarries. This involves the identification of suitable sites, drilling, blasting, and removal of the mineral. After extraction, the mineral undergoes processes such as crushing, grinding, and milling to prepare it for various industrial uses."
B,Mining and quarrying,'08',Other mining and quarrying,'089',Mining and quarrying n.e.c.,'0899',Other mining and quarrying n.e.c.,'08999',"Mining of laterite, diatomite and silicious fossil meals (e.g. diatomite); and other natural fluxes;natural asphalt or bitumen and other mining n.e.c.","Business activities in this sub-class involve the mining and quarrying of laterite, diatomite, and silicious fossil meals such as diatomite. It also includes the extraction of other natural fluxes and materials like natural asphalt or bitumen. Typical processes include the exploration, extraction, and primary processing of these materials. Additionally, this sub-class covers other mining activities not classified elsewhere."
B,Mining and quarrying,'09',Mining support service activities,'091',Support activities for petroleum and natural gas extraction,'0910',Support activities for petroleum and natural gas extraction,'09101',Services incidental to off shore oil extraction,"Providing support services for petroleum and natural gas extraction, particularly in offshore locations. This involves a range of activities such as drilling, extraction, and exploration support, as well as maintenance and repair of equipment and infrastructure used in offshore oil extraction. Other services may include logistical support, safety services, and environmental impact assessment and management."
B,Mining and quarrying,'09',Mining support service activities,'091',Support activities for petroleum and natural gas extraction,'0910',Support activities for petroleum and natural gas extraction,'09102',Services incidental to on shore oil extraction,"Support activities for petroleum and natural gas extraction, specifically services incidental to on shore oil extraction, encompass a range of operations. These include drilling, completing, and equipping wells, operation of separators, emulsion breakers, desilting equipment, and field gathering lines for crude petroleum and natural gas. It also involves all other activities necessary to make oil and gas marketable. In addition, it includes the removal of oil from the field, and other activities aimed at preparing oil and gas up to the point of shipment from the producing property."
B,Mining and quarrying,'09',Mining support service activities,'091',Support activities for petroleum and natural gas extraction,'0910',Support activities for petroleum and natural gas extraction,'09103',Services incidental to off shore gas extraction,"Providing support services for petroleum and natural gas extraction, particularly in off-shore environments. This involves a range of activities including drilling, cementing, casing, perforating, chemical treatment, and cleaning of wells. It may also encompass maintenance and repair of equipment, and other specialized services necessary for the extraction and production of off-shore gas."
B,Mining and quarrying,'09',Mining support service activities,'091',Support activities for petroleum and natural gas extraction,'0910',Support activities for petroleum and natural gas extraction,'09104',Services incidental to on shore gas extraction,"Providing support services for petroleum and natural gas extraction on land, which may encompass a range of activities such as drilling, cementing, casing, perforating, and cleaning of wells. It also includes the provision of specialized services like removing obstructions, operation and maintenance of oil and gas field production, and performing completion and shutdown of wells."
B,Mining and quarrying,'09',Mining support service activities,'099',Support activities for other mining and quarrying,'0990',Support activities for other mining and quarrying,'09900',Support activities for other mining and quarrying,"Providing specialized services that support mining and quarrying operations, such as drilling, blasting, and mine construction. These activities also include exploration services that assist in locating and extracting mineral resources, mine tunneling, and the removal of overburden. Other services may involve mine drainage and pumping, on-site processing and preparation of extracted materials, and other support tasks necessary for efficient mining and quarrying operations."
C,Manufacturing,'10',Manufacture of food products,'101',Processing and preserving of meat,'1010',Processing and preserving of meat,'10101',"Mutton-slaughtering, preparation","The business activity involves the slaughtering of sheep for mutton and the subsequent preparation of the meat. Core operations include the humane killing of the animals, skinning, evisceration, and cutting the carcass into manageable pieces. The prepared meat may then be packaged, frozen, or otherwise preserved for distribution and sale."
C,Manufacturing,'10',Manufacture of food products,'101',Processing and preserving of meat,'1010',Processing and preserving of meat,'10102',"Beef-slaughtering, preparation","Business operations in this category involve the slaughtering of cattle and the subsequent preparation of beef products. Typical processes include the humane killing of animals, skinning, eviscerating, and cutting carcasses into manageable pieces. Further activities may involve the packaging and preservation of beef for sale or distribution, ensuring the meat is kept in optimal conditions to maintain freshness and quality."
C,Manufacturing,'10',Manufacture of food products,'101',Processing and preserving of meat,'1010',Processing and preserving of meat,'10103',"Pork-slaughtering, preparation","Business activities in this category involve the slaughtering of pigs and the subsequent processing and preservation of pork. The operations typically include the humane killing of pigs, followed by the preparation of the meat through processes such as cutting, deboning, and packaging. The meat may also be preserved through methods like smoking, curing, or freezing to extend its shelf life and enhance its flavor. This category may also encompass the production of pork products such as sausages, ham, and bacon."
C,Manufacturing,'10',Manufacture of food products,'101',Processing and preserving of meat,'1010',Processing and preserving of meat,'10104',"Poultry and other slaughtering, preparation","The business activity involves slaughtering poultry and other livestock, followed by the processing and preserving of the meat. This includes operations such as cleaning, cutting, and packaging the meat, as well as utilizing various preservation techniques to extend its shelf life. Services may also include the preparation of meat products for distribution to retailers or direct to consumers."
C,Manufacturing,'10',Manufacture of food products,'101',Processing and preserving of meat,'1010',Processing and preserving of meat,'10105',"Preservation, Processing and canning of meat","Commercial processing and preservation of meat, encompassing activities such as curing, smoking, salting, and canning. This business involves transforming raw meat into products ready for consumption or further cooking, ensuring their longevity and safety through various preservation methods. It may also include packaging and labeling of the processed meat products."
C,Manufacturing,'10',Manufacture of food products,'101',Processing and preserving of meat,'1010',Processing and preserving of meat,'10106',Production of hides and skins originating from slaughterhouses,"The business activity involves the processing and preservation of meat, specifically focusing on the production of hides and skins derived from slaughterhouses. Core operations include the collection of animal hides and skins after slaughter, cleaning and treating these materials to prevent decay, and preparing them for further use in industries such as fashion, upholstery, and leather goods manufacturing."
C,Manufacturing,'10',Manufacture of food products,'101',Processing and preserving of meat,'1010',Processing and preserving of meat,'10107',Rendering of lard and other edible fats of animal origin,"The business activity involves the processing and preservation of meat, specifically through the rendering of lard and other edible fats of animal origin. Core operations include the collection and treatment of animal fat, the boiling or heating of fat to separate it from other components, and the processing of this fat into usable products like lard. This may also encompass the preservation and packaging of these products for distribution and sale."
C,Manufacturing,'10',Manufacture of food products,'101',Processing and preserving of meat,'1010',Processing and preserving of meat,'10108',Production and processing of animal offal,"Commercial production and processing of animal offal, involving activities such as slaughtering, butchering, and preserving. This includes the handling and treatment of by-products from meat processing, such as organs and other internal parts of animals, for use in food production or other industries."
C,Manufacturing,'10',Manufacture of food products,'101',Processing and preserving of meat,'1010',Processing and preserving of meat,'10109',"Production, processing and preserving of other meat and meat products n.e.c.","Business activities in this category involve the production, processing, and preservation of various types of meat and meat products not specified elsewhere. Typical operations include slaughtering of animals, cutting and packing of meat, and production of meat-based products such as sausages, cured meats, and other processed meat items. Preservation methods might involve smoking, curing, freezing, or canning to extend the shelf life of the products."
C,Manufacturing,'10',Manufacture of food products,'102',"Processing and preserving of fish, crustaceans and molluscs",'1020',"Processing and preserving of fish, crustaceans and molluscs",'10201',Sun-drying of fish,"The business activity involves the processing and preservation of fish, crustaceans, and molluscs, specifically through sun-drying methods. Core operations include catching or sourcing seafood, preparing it for drying, and then exposing it to sunlight until it's adequately dehydrated. The sun-dried seafood is then packaged and stored for later distribution or sale. This process naturally preserves the seafood, extending its shelf life and enhancing its flavor for culinary uses."
C,Manufacturing,'10',Manufacture of food products,'102',"Processing and preserving of fish, crustaceans and molluscs",'1020',"Processing and preserving of fish, crustaceans and molluscs",'10202',Artificial dehydration of fish and sea food,"Businesses under this classification are involved in the artificial dehydration of fish and other seafood. This process typically includes cleaning, preparing, and dehydrating fish, crustaceans, and molluscs to preserve them for extended periods. Services may also include packaging and distributing the dehydrated seafood products for commercial sale."
C,Manufacturing,'10',Manufacture of food products,'102',"Processing and preserving of fish, crustaceans and molluscs",'1020',"Processing and preserving of fish, crustaceans and molluscs",'10203',Radiation preservation of fish and similar food,"The business activity involves the use of radiation techniques to preserve fish, crustaceans, and molluscs. Core operations include treating these seafood products with ionizing radiation to eliminate bacteria and other pathogens, extending shelf life and ensuring food safety. Services may also comprise packaging and storing the preserved seafood for distribution."
C,Manufacturing,'10',Manufacture of food products,'102',"Processing and preserving of fish, crustaceans and molluscs",'1020',"Processing and preserving of fish, crustaceans and molluscs",'10204',Processing and preserving of fish crustacean and similar foods,"Businesses in this category are involved in the processing and preserving of fish, crustaceans, and similar seafood products. Core operations include cleaning, filleting, freezing, smoking, salting, and packing of these seafood items. They may also engage in canning or other methods of preservation to extend shelf life. Other activities may involve the production of fishmeal for human consumption or animal feed."
C,Manufacturing,'10',Manufacture of food products,'102',"Processing and preserving of fish, crustaceans and molluscs",'1020',"Processing and preserving of fish, crustaceans and molluscs",'10205',Processing and canning of fish,"Business activities in this sub-class involve the processing and canning of fish. This includes the cleaning, filleting, and packaging of various fish species, as well as their preservation through canning. The operations may also encompass the production of fish-based products such as canned tuna, salmon, sardines, and more. The process typically involves procurement of raw fish, their preparation, and the use of preservation techniques to extend shelf life and maintain quality."
C,Manufacturing,'10',Manufacture of food products,'102',"Processing and preserving of fish, crustaceans and molluscs",'1020',"Processing and preserving of fish, crustaceans and molluscs",'10206',Processing and canning of frog legs,"The business activity involves the processing and preserving of frog legs, including cleaning, cutting, and packaging. It also includes the canning of these products for longer shelf life and easier distribution. The operations may involve boiling or blanching the frog legs, followed by canning them in a suitable preservative solution. The business may also provide services such as quality control, packaging, and distribution of the canned frog legs."
C,Manufacturing,'10',Manufacture of food products,'102',"Processing and preserving of fish, crustaceans and molluscs",'1020',"Processing and preserving of fish, crustaceans and molluscs",'10207',Production of fishmeal for human consumption or animal feed,"The business activity involves the processing and preserving of fish, crustaceans, and molluscs to produce fishmeal. This includes catching or sourcing these sea creatures, cleaning, and processing them into a powdered product. This fishmeal is then packaged and distributed for human consumption or as a component in animal feed. Operations may also include quality control measures to ensure the nutritional value and safety of the produced fishmeal."
C,Manufacturing,'10',Manufacture of food products,'102',"Processing and preserving of fish, crustaceans and molluscs",'1020',"Processing and preserving of fish, crustaceans and molluscs",'10209',"Production, processing and preservation of other fish products n.e.c","Business operations under this classification involve the production, processing, and preservation of various types of fish products not elsewhere classified. Typical processes may include fishing, cleaning, freezing, canning, smoking, or drying fish and other seafood. Services may also include the production of fish oil, fish meal, or other by-products of fish processing. The aim is to extend the shelf life of fish products and make them suitable for future consumption or use in other industries."
C,Manufacturing,'10',Manufacture of food products,'103',Processing and preserving of fruit and vegetables,'1030',Processing and preserving of fruit and vegetables,'10301',Sun-drying of fruit and vegetables,"Commercial processing and preserving of fruits and vegetables through sun-drying methods. This involves activities such as washing, cutting, and laying out fruits and vegetables to dry in the sun, and then packaging and storing the dried produce for sale or further processing."
C,Manufacturing,'10',Manufacture of food products,'103',Processing and preserving of fruit and vegetables,'1030',Processing and preserving of fruit and vegetables,'10302',Artificial dehydration of fruit and vegetables,"The business activity involves the artificial dehydration of fruits and vegetables, a key process in food preservation. Core operations include sourcing fresh produce, cleaning, slicing, and artificially drying them to remove moisture. This process extends the shelf life of fruits and vegetables, making them suitable for long-term storage and use in various food products. Services may also encompass packaging and distribution of these dehydrated products to retailers or other businesses."
C,Manufacturing,'10',Manufacture of food products,'103',Processing and preserving of fruit and vegetables,'1030',Processing and preserving of fruit and vegetables,'10303',Radiation preservation of fruit and vegetables,"The business activity involves the use of radiation technology to preserve fruits and vegetables. This includes processes such as irradiation, which kills bacteria, insects and other pests, thereby extending the shelf life of these products. Other operations could include packaging and labeling of the radiated fruits and vegetables. This method of preservation ensures food safety and quality, making the fruits and vegetables suitable for longer storage and transportation."
C,Manufacturing,'10',Manufacture of food products,'103',Processing and preserving of fruit and vegetables,'1030',Processing and preserving of fruit and vegetables,'10304',"Manufacture of fruit or vegetable juices and their concentrates, squashes and powder","Business activities in this sub-class involve the production of fruit or vegetable juices, their concentrates, squashes, and powders. Core operations typically include the selection, washing, and processing of raw fruits and vegetables, followed by extraction, concentration, or dehydration to produce juices, concentrates, or powders. The final products are then packaged and prepared for distribution."
C,Manufacturing,'10',Manufacture of food products,'103',Processing and preserving of fruit and vegetables,'1030',Processing and preserving of fruit and vegetables,'10305',"Manufacture of sauces, jams, jellies and marmalades","Production of sauces, jams, jellies, and marmalades from fruits and vegetables, which involves processes such as cleaning, sorting, and preparing the raw materials, cooking, and preserving them. This also includes packaging and distribution of these finished products."
C,Manufacturing,'10',Manufacture of food products,'103',Processing and preserving of fruit and vegetables,'1030',Processing and preserving of fruit and vegetables,'10306',"Manufacture of pickles, chutney etc.","Engaged in the production and preservation of fruits and vegetables, this business activity involves the creation of pickles, chutneys, and similar preserved foods. Key operations include sourcing fresh produce, processing it through methods such as cutting and peeling, and then preserving it using techniques like fermentation or canning. The end products are typically used for direct consumption or as ingredients in other food items."
C,Manufacturing,'10',Manufacture of food products,'103',Processing and preserving of fruit and vegetables,'1030',Processing and preserving of fruit and vegetables,'10307',Canning of fruits and vegetables,"The business activity involves the processing and preservation of fruits and vegetables, primarily through canning methods. This includes washing, peeling, cutting, and cooking the produce before sealing it in sterilized cans to ensure long-term storage. The process also involves quality control checks, packaging, and distribution of the canned fruits and vegetables."
C,Manufacturing,'10',Manufacture of food products,'103',Processing and preserving of fruit and vegetables,'1030',Processing and preserving of fruit and vegetables,'10308',Manufacture of potato flour & meals and prepared meals of vegetables,"Business activities in this classification involve the processing and preservation of fruits and vegetables, with a specific focus on the manufacture of potato flour, meals, and prepared vegetable meals. Typical processes include washing, peeling, cutting, and cooking vegetables, as well as grinding potatoes into flour or meal. The business may also package and distribute these products for retail or wholesale. Additional operations might include the development and production of ready-to-eat vegetable meals."
C,Manufacturing,'10',Manufacture of food products,'103',Processing and preserving of fruit and vegetables,'1030',Processing and preserving of fruit and vegetables,'10309',Preservation of fruit and vegetables n.e.c.,"Business activities in this category involve the processing and preservation of various fruits and vegetables not otherwise specified. Typical operations include cleaning, sorting, and grading of produce, followed by processes such as canning, freezing, dehydrating, pickling, or making jams and jellies to extend their shelf life. These businesses may also produce fruit and vegetable juices, purees, and concentrates. The goal of these activities is to maintain or enhance the nutritional value, flavor, and texture of the fruits and vegetables, while ensuring their availability all year round."
C,Manufacturing,'10',Manufacture of food products,'104',Manufacture of vegetable and animal oils and fats,'1040',Manufacture of vegetable and animal oils and fats,'10401',Manufacture of hydrogenated oil and vanaspati ghee,"Production and processing of hydrogenated oils and vanaspati ghee, derived from both plant and animal sources. This involves the extraction and refining of oils, the hydrogenation process to turn them into solid or semi-solid fats, and the manufacture of vanaspati ghee, a vegetable-based substitute for traditional dairy ghee. Services may also include packaging and distribution of the final products."
C,Manufacturing,'10',Manufacture of food products,'104',Manufacture of vegetable and animal oils and fats,'1040',Manufacture of vegetable and animal oils and fats,'10402',Manufacture of vegetable oils and fats excluding corn oil,"The business activity involves the production of vegetable oils and fats, excluding corn oil. This typically includes processes such as extraction, refining, and packaging of oils and fats derived from a variety of vegetable sources like olives, sunflowers, coconuts, and more. The operations may also encompass the production of by-products such as oilseed cake. Services provided may include wholesale distribution of these manufactured oils and fats to food production companies or retail outlets."
C,Manufacturing,'10',Manufacture of food products,'104',Manufacture of vegetable and animal oils and fats,'1040',Manufacture of vegetable and animal oils and fats,'10403',Manufacture of edible animal oils and fats,"Businesses in this sub-class are involved in the production of edible animal oils and fats. This includes processes such as extraction, refining, and packaging of these products. Typical operations may involve sourcing raw animal materials, processing these materials to extract oils and fats, purifying the extracted products, and preparing them for sale in the market. These oils and fats are primarily used for culinary purposes."
C,Manufacturing,'10',Manufacture of food products,'104',Manufacture of vegetable and animal oils and fats,'1040',Manufacture of vegetable and animal oils and fats,'10404',Manufacture of fish oil,"Processing and production of fish oil, which involves the extraction of oil from fish or fish parts. This includes activities such as obtaining raw fish, processing it to separate the oil, refining the oil, and packaging it for sale. The fish oil produced can be used for various purposes including dietary supplements, animal feed, and industrial uses."
C,Manufacturing,'10',Manufacture of food products,'104',Manufacture of vegetable and animal oils and fats,'1040',Manufacture of vegetable and animal oils and fats,'10405',Manufacture of non-edible animal oil and fats,"Production and processing of non-edible animal oils and fats. This involves extracting oils and fats from various animal sources, refining them, and preparing them for use in industrial applications such as lubricants, biofuels, and other non-food products. It may also include the manufacture of by-products like animal feed from the leftover materials."
C,Manufacturing,'10',Manufacture of food products,'104',Manufacture of vegetable and animal oils and fats,'1040',Manufacture of vegetable and animal oils and fats,'10406',"Manufacture of oil cakes & meals incl. residual products, e.g. Oleostearin, Palmstearin","The business activity involves the production of oil cakes and meals, which are by-products derived from the processing of vegetable and animal oils and fats. Typical processes include the extraction and refinement of oils from raw materials like seeds, nuts, or animal fats, and the subsequent manufacturing of residual products such as Oleostearin and Palmstearin. Services may also include packaging and distribution of these products for use in various industries, including food, cosmetics, and biofuel."
C,Manufacturing,'10',Manufacture of food products,'104',Manufacture of vegetable and animal oils and fats,'1040',Manufacture of vegetable and animal oils and fats,'10407',"Manufacture of non-defatted flour or meals of oilseeds, oilnuts or kernels","The business activity involves the production of non-defatted flour or meals from oilseeds, oilnuts, or kernels. Core operations include processing and grinding oilseeds, oilnuts, or kernels to create flour or meals, ensuring the natural oil content is retained. Services may also encompass packaging and distribution of the finished products."
C,Manufacturing,'10',Manufacture of food products,'104',Manufacture of vegetable and animal oils and fats,'1040',Manufacture of vegetable and animal oils and fats,'10409',"Manufacture of other vegetable oil, animal oil and fats n.e.c","Business operations in this category involve the production of various types of vegetable and animal oils and fats that are not elsewhere classified. This includes processing raw materials, extracting oils and fats, refining, and packaging for distribution. Typical processes may involve cold pressing, solvent extraction, refining, and hydrogenation. The end products can range from cooking oils to industrial-grade oils and fats."
C,Manufacturing,'10',Manufacture of food products,'105',Manufacture of dairy products,'1050',Manufacture of dairy products,'10501',Manufacture of pasteurised milk whether or not in bottles/ polythene packs etc. (plain or flavoured),"Production and packaging of pasteurized milk, which can be either plain or flavored. This involves processes such as milk collection, pasteurization to eliminate bacteria, and packaging into bottles or polythene packs."
C,Manufacturing,'10',Manufacture of food products,'105',Manufacture of dairy products,'1050',Manufacture of dairy products,'10502',"Manufacture of milk-powder, ice-cream powder and condensed milk except baby milk food","Production and processing of dairy-based products such as milk powder, ice cream powder, and condensed milk, excluding baby milk food. This involves activities such as sourcing raw milk, pasteurization, dehydration or condensation processes, packaging, and distribution of the final products."
C,Manufacturing,'10',Manufacture of food products,'105',Manufacture of dairy products,'1050',Manufacture of dairy products,'10503',Manufacture of baby milk foods,"Production and processing of baby milk foods, typically involving the sourcing of dairy ingredients, pasteurization, formulation of nutritionally balanced baby food products, and packaging for distribution. This business activity may also include the development of specialized baby milk foods to cater to specific dietary needs or restrictions."
C,Manufacturing,'10',Manufacture of food products,'105',Manufacture of dairy products,'1050',Manufacture of dairy products,'10504',"Manufacture of cream, butter, cheese, curd, ghee, khoya etc.","Production and processing of dairy products such as cream, butter, cheese, curd, ghee, and khoya. This involves activities like pasteurizing and homogenizing milk, churning to produce butter, fermenting milk to create cheese and curd, and heating milk to produce ghee and khoya. The business may also provide related services such as packaging and distribution of these dairy products."
C,Manufacturing,'10',Manufacture of food products,'105',Manufacture of dairy products,'1050',Manufacture of dairy products,'10505',"Manufacture of ice-cream, kulfi etc.","Production and processing of ice-cream, kulfi, and similar dairy-based frozen desserts, which involves sourcing of dairy ingredients, mixing, freezing, packaging, and distribution. This business activity may also include the development of new flavors and quality control for ensuring product safety and consistency."
C,Manufacturing,'10',Manufacture of food products,'105',Manufacture of dairy products,'1050',Manufacture of dairy products,'10509',Manufacture of other dairy products n.e.c.,"Production and processing of various dairy products not elsewhere classified, such as cheese, butter, yogurt, and ice cream. This involves activities like pasteurization, fermentation, and packaging of dairy products. It may also include the creation of dairy-based specialty items or innovative dairy products."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1061',Manufacture of grain mill products,'10611',Flour milling,"Business activities in this category involve the processing of grains such as wheat, corn, and rice into flour. This includes cleaning, grinding, and milling grains, as well as packaging and distributing the resulting flour products. Other operations may involve producing specialty flours and other grain mill products."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1061',Manufacture of grain mill products,'10612',Rice milling,"Business operations in this category involve the processing of rice, which includes the removal of husks and bran to produce white rice. Additional activities may include the milling of paddy rice, production of rice flour, and other related grain mill processes. Services may also encompass the packaging and distribution of the milled rice products."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1061',Manufacture of grain mill products,'10613',Dal (pulses) milling,"Business operations in this sub-class involve the processing and milling of pulses, commonly known as dal, to produce various food products. This includes activities such as cleaning, sorting, de-husking, splitting, and packaging of different types of pulses. The final products may be sold to wholesalers, retailers, or directly to consumers."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1061',Manufacture of grain mill products,'10614',"Grain milling other than wheat, rice and dal","Processing and milling of grains other than wheat, rice, and dal, including activities such as cleaning, hulling, milling, sieving and packaging. This business operation may involve producing flour, groats, meal or pellets from grains like corn, barley, oats, rye, and others. The final products are typically used for human consumption, animal feed, or other industrial uses."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1061',Manufacture of grain mill products,'10615',"Vegetable milling (production of flour or meal of dried leguminous vegetables(except dal), of roots or tubers, or of edible nuts)","The business activity involves the milling of vegetables, specifically focusing on the production of flour or meal derived from dried leguminous vegetables (excluding dal), roots, tubers, or edible nuts. Core operations include sourcing these raw materials, processing them through milling equipment to create flour or meal, and then packaging the final product for distribution. This might also involve quality control measures to ensure the product meets food safety standards."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1061',Manufacture of grain mill products,'10616',Manufacture of cereal breakfast foods obtained by roasting or swelling cereal grains,"The production of cereal breakfast foods by roasting or swelling cereal grains is the main activity. This involves processes such as sourcing various cereal grains, roasting or swelling them to create different textures and flavors, and then packaging the final products for distribution. The products may include a variety of breakfast cereals, granola, muesli, and similar grain-based foods. The business may also be involved in developing new cereal-based products and ensuring the quality of the products."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1061',Manufacture of grain mill products,'10617',"Manufacture of flour mixes and prepared blended flour and dough for bread, cakes, biscuits","The business activity involves the production of grain mill products, specifically focusing on the creation of flour mixes and prepared blended flour and dough. These mixes are typically designed for use in baking bread, cakes, and biscuits. Key operations include sourcing and milling grains, blending different types of flour for specific baking needs, and preparing ready-to-use dough mixes. The company may also provide related services such as product development for specific baking requirements or private labeling for retail businesses."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1061',Manufacture of grain mill products,'10618',"Manufacture of other readymade mixed powders like idli, gulabjamun etc.","The business activity involves the production of ready-to-use mixed powders for various food items such as idli, gulabjamun, and others. The process typically includes sourcing quality grains, milling them into fine powder, and then combining them with other necessary ingredients to create a ready-to-cook mix. The final product is usually packaged and marketed for consumer use, providing a convenient option for quick and easy meal preparation."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1061',Manufacture of grain mill products,'10619',Other grain milling and processing n.e.c.,"Business activities in this category involve the milling and processing of various grains not specified elsewhere. Typical operations include grinding grains into flour, grits, or meal and may also involve the production of grain-based foods such as breakfast cereals. Other processes could include the removal of chaff, bran, or germ from the grain and the packaging of the final product for distribution and sale."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1062',Manufacture of starches and starch products,'10621',"Manufacture of starches from rice, potatoes, maize etc.","The business activity involves the production of starches from various sources such as rice, potatoes, maize, and other similar crops. Core operations include the extraction, processing, and refining of starch from these raw materials. The processed starch may then be sold directly or used in the manufacture of other starch-based products. Services provided may include custom processing and packaging of starch products according to client specifications."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1062',Manufacture of starches and starch products,'10622',Manufacture of sago and sago products,"Production and processing of sago and sago-based products, which involves sourcing raw sago, refining it into usable forms, and creating various products such as sago pearls, flour, and other derivatives. This may also include packaging and distribution of these products."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1062',Manufacture of starches and starch products,'10623',"Manufacture of glucose, glucose syrup, maltose etc.","Production and processing of starch derivatives such as glucose, glucose syrup, and maltose. This involves the extraction of starch from various sources, its conversion into different forms, and the manufacture of starch-based products. Services may include custom processing and production of these starch derivatives for use in industries like food and beverage, pharmaceuticals, and more."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1062',Manufacture of starches and starch products,'10624',Manufacture of gluten,"Production and processing of gluten, a protein found in certain grains, is the primary activity of this business. This involves extracting gluten from grains, purifying it, and converting it into various products. It may also include the manufacturing of gluten-based products such as vital wheat gluten, seitan, or other food additives."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1062',Manufacture of starches and starch products,'10625',Manufacture of tapioca and tapioca substitutes prepared from starch,"The business activity involves the production of tapioca and its substitutes using starch as the primary raw material. Typical operations include processing and refining starch to create tapioca, a starchy carbohydrate used in various food products. The process may also involve developing substitutes for tapioca, again using starch. These products are then packaged and prepared for distribution to various food industries or direct consumers."
C,Manufacturing,'10',Manufacture of food products,'106',"Manufacture of grain mill products, starches and starch products",'1062',Manufacture of starches and starch products,'10626',Manufacture of corn oil,"The business activity involves the production of corn oil, a type of vegetable oil derived from corn. This includes processes such as corn kernel extraction, oil pressing, refining, and bottling. The operations may also involve the production of by-products like corn gluten and corn meal. The final product, corn oil, is commonly used in cooking and baking, as well as in the production of margarine and other food products."
